pop,author,species,class,lat,lon,geo_meth,num_individuals,gene_diversity,allelic_richness,global_fst,urban,popden,hfi,num_loci,Ne,Ne_lower,Ne_upper
CT15,Puckett,Ursus_americanus,mammal,41.859319,-73.03792,averagedindividualcoords,12,0.637951,3.659243,0.216453,1,88.98999914,34.9137577,15,16.4,7.2,93.5
Davy_10,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,27,0.883384,7.100909,0.000728,0,1.211666624,21.75757576,11,28.1,11.7,414.9
Davy_11,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,11,0.828009,6.826336,0.03818,0,1.039999962,5.154074074,11,12.5,2.9,NA
Davy_12,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,61,0.889629,7.03283,0.007152,0,1.807500005,10.53054101,11,465.8,70.2,NA
Davy_13,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,25,0.872502,6.972614,0.013881,0,1.039999962,7.85198556,11,52,17.7,NA
Davy_14,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,39,0.883618,7.055832,0.009492,0,1.039999962,14.75499093,11,NA,66.7,NA
Davy_15,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,16,0.870423,6.98489,0.004858,0,2.059999943,17.60989011,11,42.7,10.7,NA
Davy_16,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,150,0.904927,7.289613,-0.004782,0,1.039999962,8.756849315,11,NA,447.1,NA
Davy_17,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,59,0.887442,7.094697,0.009618,0,1.039999962,0,11,NA,341,NA
Davy_18,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,27,0.892321,7.253272,-0.006109,0,1.039999962,8.23943662,11,NA,44.8,NA
Davy_19,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,162,0.894891,7.143421,0.006534,0,0,21.58947368,11,1015.6,179.1,NA
Davy_2,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,29,0.850272,6.260817,0.041916,0,1.039999962,4.209205021,11,NA,213.6,NA
Davy_20,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,112,0.901938,7.26532,-0.00293,0,1.039999962,15.47024952,11,284,84.8,NA
Davy_21,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,22,0.876707,6.945275,0.00642,0,1.039999962,7.786764706,11,NA,39,NA
Davy_22,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,29,0.870337,6.934926,0.019722,0,1.039999962,16.4246824,11,139.5,28.1,NA
Davy_3,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,51,0.86698,6.54158,0.031157,0,1.039999962,0,11,2306.4,88.9,NA
Davy_4,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,33,0.852851,6.253371,0.041585,0,1.039999962,7.523195876,11,49.2,25.6,170
Davy_5,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,85,0.869238,6.588835,0.032334,0,1.039999962,5.032520325,11,319,102.4,NA
Davy_6,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,18,0.821785,6.191881,0.057392,0,2.571666559,21.15448276,11,256.9,20.8,NA
Davy_7,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,22,0.850523,6.689107,0.029558,0,1.039999962,0,11,NA,23.2,NA
Davy_8,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,24,0.856993,6.595941,0.030725,0,1.039999962,10.26656151,11,78.8,22.9,NA
Davy_9,Davy,Myotis_lucifugus,mammal,NA,NA,ARCgeoref,52,0.884662,7.080951,0.011065,1,8.3349998,18.29298246,11,65.7,27.5,1211.4
Delta_Alaska_Cronin_PBWB,Cronin,Bison_bison,mammal,63.382854,-145.79357,googlemaps,31,0.465966,2.835174,0.122721,0,1.039999962,16.43703704,29,100,47,3221.4
Draper_CGA,Draper,Ursus_americanus,mammal,32.481545,-83.476939,ARCgeoref,24,0.422067,2.395229,0.443085,1,12.25499964,28.01834862,15,273.8,27.1,NA
Draper_FL,Draper,Ursus_americanus,mammal,30.488211,-86.563048,ARCgeoref,18,0.574323,3.277392,0.236085,1,425.7550012,53.92783505,15,51.4,19.7,NA
Draper_MRB,Draper,Ursus_americanus,mammal,31.093783,-88.16205,ARCgeoref,133,0.317866,1.952993,0.58795,0,14.9933335,35.61032864,15,31.1,19.9,49.4
Draper_MS,Draper,Ursus_americanus,mammal,32.047924,-89.865137,ARCgeoref,15,0.559556,3.067504,0.252493,0,26.42999999,30.03686636,15,1,0.8,1.1
Draper_NAL,Draper,Ursus_americanus,mammal,34.506078,-85.55051,ARCgeoref,32,0.538035,2.898383,0.294037,0,15.93666649,32.68027211,15,3.4,2.8,4.6
Draper_NGA,Draper,Ursus_americanus,mammal,34.71514,-84.078554,ARCgeoref,17,0.689221,3.896839,0.082727,0,15.94666719,21.27616927,15,62.9,23.9,NA
Draper_TN,Draper,Ursus_americanus,mammal,35.612995,-83.47558,ARCgeoref,30,0.702175,4.080956,0.077193,0,10.34333324,26.01773836,15,93.7,41.5,NA
E405,Serieys,Lynx_rufus,mammal,34.12287,-118.4179,averagedindividualcoords,49,0.61584,3.412599,0.153907,1,3540.400085,75.57336343,9,40.9,23.2,92.8
EK,Rico,Taxidea_taxus,mammal,50.957993,-116.431159,ARCgeoref,30,0.742904,4.578913,0.057604,0,1.039999962,11.66437177,20,37.5,27.5,55.3
Ernest_CC-C,Ernest,Puma_concolor,mammal,35.556995,-120.821509,ARCgeoref,21,0.457774,2.586499,0.171895,1,41.36666648,27.43046358,46,28.4,20.7,42.3
Ernest_CC-S,Ernest,Puma_concolor,mammal,34.538272,-119.828008,ARCgeoref,26,0.330106,1.973503,0.40599,1,691.7399914,32.36912752,46,1.9,1.7,2.1
Ernest_CS-N,Ernest,Puma_concolor,mammal,36.714336,-121.712016,ARCgeoref,83,0.412703,2.279042,0.267279,1,354.809988,68.32258065,46,19.1,17,21.4
Ernest_MP-ESN,Ernest,Puma_concolor,mammal,39.470479,-119.647774,ARCgeoref,51,0.536043,2.893545,0.04286,1,13.07000041,43.38185654,46,21.6,19.3,24.3
Ernest_NC,Ernest,Puma_concolor,mammal,39.473417,-123.338768,ARCgeoref,29,0.436958,2.591628,0.215311,1,88.15999985,39.17299578,46,84.3,53.2,180.3
Ernest_PR-E,Ernest,Puma_concolor,mammal,33.095988,-116.593488,ARCgeoref,55,0.507887,2.62668,0.183242,0,4.110000134,16.31578947,46,25.9,22.7,29.7
Ernest_SAM,Ernest,Puma_concolor,mammal,33.635365,-117.541732,ARCgeoref,42,0.407671,2.082301,0.375897,1,142.4374962,37.09589041,46,13.7,11.3,16.7
Ernest_WSN,Ernest,Puma_concolor,mammal,38.25102,-120.332178,ARCgeoref,47,0.505755,2.895345,0.097522,0,9.123333454,32.05615551,46,69.4,55.5,90.3
ESGR_12,TaylorandHoffmann,Peromyscus_leucopus,mammal,42.4568,-84.014,coordinates,13,0.835908,6.145922,0.038651,1,51.49333318,31.14056225,10,55.1,15.3,NA
FendersonCapeElizabeth,Fenderson,Sylvilagus_transitionalis,mammal,43.580354,-70.252416,averagedindividualcoords,103,0.466151,2.527496,0.076021,1,195.6150055,66.59615385,10,31.8,19.5,54.3
FendersonKittery,Fenderson,Sylvilagus_transitionalis,mammal,43.148397,-70.764352,averagedindividualcoords,48,0.465609,2.634766,0.071329,1,244.4874992,52.79101124,10,3.6,2.7,7.2
FendersonWells,Fenderson,Sylvilagus_transitionalis,mammal,43.33502,-70.553456,averagedindividualcoords,6,0.315444,1.866667,0.317528,1,43.25,49.68338558,10,NA,1.2,NA
FF_Adams,Adams,Poecile_atricapillus,bird,53.9629,-124.5331,coordinates,10,0.69582,4.922375,0.014541,0,1.039999962,16.53301127,14,NA,19.6,NA
FH_3,Hall,Laterallus_jamaicensis,bird,39.274145,-121.400855,ARCgeoref,213,0.671371,3.954564,0.057916,0,12.67000008,31.44820296,15,265.3,186.3,422.6
FISH_10,TaylorandHoffmann,Peromyscus_leucopus,mammal,45.237,-84.4767,coordinates,11,0.837202,6.212708,0.029456,0,5.110000134,17.26011561,10,161.4,15.5,NA
FL10,Puckett,Ursus_americanus,mammal,29.203969,-81.621291,averagedindividualcoords,9,0.61358,3.443186,0.311472,0,12.11250019,30.321513,15,NA,19.4,NA
Florida_DurbanJackson,DurbanJackson,Charadrius_nivosus,bird,29.964997,-85.414464,coordinates,43,0.32715,2.016642,0.105717,0,25.20999908,38.30660377,15,61.4,22.2,NA
FM,MunshiSouth,Peromyscus_leucopus,mammal,40.742059,-73.84216,googlemaps,30,0.808506,5.351668,0.09075,1,4950.487488,89.15789474,18,44.6,32,69.1
FP,MunshiSouth,Peromyscus_leucopus,mammal,40.707474,-73.85578,googlemaps,11,0.807326,5.902331,0.06386,1,4865.193278,85.34934498,18,8.1,4.7,13.9
FrL_Adams,Adams,Poecile_atricapillus,bird,54.0488,-125.6988,coordinates,20,0.715564,4.388489,0.026943,0,1.245999956,11.88102894,14,36.9,16.3,778.6
FT,MunshiSouth,Peromyscus_leucopus,mammal,40.631651,-73.894695,googlemaps,18,0.745762,4.665435,0.151651,1,5786.719971,77.58186398,18,14.8,10.8,21.5
FtStJ2_Adams,Adams,Poecile_atricapillus,bird,54.4183,-124.2743,coordinates,18,0.714225,4.658656,0.025792,1,8.105000019,31.98058252,14,NA,85,NA
Goldsmith_Arctic_NS,Goldsmith,Vulpes_lagopus,mammal,70.622958,-153.322849,ARCgeoref,42,0.776886,5.280055,-0.037962,0,1.039999962,0.20200182,9,141.5,48,NA
Goldsmith_Arctic_SP,Goldsmith,Vulpes_lagopus,mammal,65.749559,-166.089964,ARCgeoref,8,0.700521,5.00913,0.01178,0,1.039999962,0,9,NA,10.9,NA
Goldsmith_Arctic_SW,Goldsmith,Vulpes_lagopus,mammal,60.927003,-165.139652,ARCgeoref,28,0.684698,4.701634,0.065878,0,1.039999962,6,9,80,25.2,NA
Goldsmith_Red_INT,Goldsmith,Vulpes_vulpes,mammal,65.706294,-148.637063,ARCgeoref,67,0.734055,4.659289,0.000261,0,1.039999962,4.821670429,8,222.8,78.4,NA
Goldsmith_Red_NS,Goldsmith,Vulpes_vulpes,mammal,70.350536,-150.90525,ARCgeoref,32,0.739585,4.59461,-0.011732,0,1.039999962,12.02190581,8,31.9,12.1,47
Goldsmith_Red_SC,Goldsmith,Vulpes_vulpes,mammal,61.417458,-149.183826,ARCgeoref,25,0.641795,3.89059,0.103568,0,4.110000134,32.30513176,8,44.1,15.2,NA
Goldsmith_Red_SP,Goldsmith,Vulpes_vulpes,mammal,66.080966,-162.98334,ARCgeoref,77,0.732125,4.587373,0.003656,0,1.039999962,6,8,248.8,76.5,NA
Goldsmith_Red_SW,Goldsmith,Vulpes_vulpes,mammal,59.82674,-163.310203,ARCgeoref,56,0.719592,4.557332,0.017097,0,1.039999962,6.467422096,8,578.4,61.9,NA
Gowen_1,Gowen,Aphelocoma_californica,bird,44.146278,-122.570093,averagedindividualcoords,6,0.695513,4.698135,-0.009802,0,2.579999983,17.66404715,13,29.9,3,NA
Gowen_12,Gowen,Aphelocoma_californica,bird,37.863707,-122.145525,averagedindividualcoords,26,0.713416,4.765777,0.031904,1,1442.309957,65.22776573,13,178.5,44.2,NA
Gowen_14,Gowen,Aphelocoma_californica,bird,37.75,-122,averagedindividualcoords,26,0.715692,4.642906,0.028815,1,734.9800212,57.11663067,13,12.6,8.4,19.8
Gowen_18,Gowen,Aphelocoma_californica,bird,36.76667,-118.28333,averagedindividualcoords,6,0.625,4.470862,0.092574,0,1.039999962,16.55530973,13,NA,11.4,NA
Gowen_19,Gowen,Aphelocoma_californica,bird,35.869021,-120.926743,averagedindividualcoords,21,0.709663,4.958692,0.032479,0,1.039999962,16.67483296,13,58,23,NA
Gowen_2,Gowen,Aphelocoma_californica,bird,41.55,-120.66667,averagedindividualcoords,23,0.675222,4.486411,0.081383,0,4.307499886,22.73662551,13,11.1,7.4,17.1
Gowen_20,Gowen,Aphelocoma_californica,bird,35.61667,-118.5,averagedindividualcoords,20,0.720192,4.913873,0.016926,1,5.110000134,28.22888889,13,18.4,12.3,30.1
Gowen_21,Gowen,Aphelocoma_californica,bird,34.31667,-116.83333,averagedindividualcoords,5,0.616923,4.615385,0.087714,1,39.98500025,37.25,13,NA,13.3,NA
Gowen_23,Gowen,Aphelocoma_californica,bird,33.7,-117.61667,averagedindividualcoords,16,0.699669,4.685263,0.038778,1,531.7400079,43.97072072,13,49.2,17.1,NA
Gowen_24,Gowen,Aphelocoma_californica,bird,33.58333,-116.78333,averagedindividualcoords,12,0.676015,4.665318,0.06118,0,6.610000134,17.60633484,13,NA,50.7,NA
Gowen_25,Gowen,Aphelocoma_californica,bird,33.58333,-116.46667,averagedindividualcoords,6,0.695513,5.08042,-0.009802,0,3.75666666,16.54977376,13,13.2,2.7,NA
Gowen_26,Gowen,Aphelocoma_californica,bird,33.027,-116.242,averagedindividualcoords,10,0.666154,4.355501,0.06676,0,1.039999962,7.616438356,13,NA,NA,NA
Gowen_28,Gowen,Aphelocoma_californica,bird,32.63333,-116.21667,averagedindividualcoords,7,0.6719,4.697994,0.036988,0,3.590000033,20.48387097,13,20.5,5.4,NA
Gowen_4,Gowen,Aphelocoma_californica,bird,40.58333,-123,averagedindividualcoords,18,0.680912,4.644188,0.067889,0,1.554999948,11.37551867,13,97.7,26.2,NA
Gowen_40,Gowen,Aphelocoma_californica,bird,39.05567,-119.57026,averagedindividualcoords,22,0.713843,4.876654,0.027859,0,16.92000008,22.84533898,13,NA,123.3,NA
Gowen_42,Gowen,Aphelocoma_californica,bird,39.03333,-119.63333,averagedindividualcoords,6,0.666667,4.864802,0.032079,1,16.92000008,31,13,34.8,3.8,NA
Gowen_43,Gowen,Aphelocoma_californica,bird,38.94139,-119.70694,averagedindividualcoords,6,0.641026,5.038462,0.069307,1,41.29750013,48.81953291,13,NA,7.5,NA
Gowen_44,Gowen,Aphelocoma_californica,bird,38.83333,-119.61667,averagedindividualcoords,5,0.653846,4.769231,0.033113,1,26.53249991,29.34957627,13,NA,NA,NA
Gowen_45,Gowen,Aphelocoma_californica,bird,38.78333,-119.75,averagedindividualcoords,7,0.631083,4.252286,0.095489,0,1.039999962,22.16737288,13,9.5,2.8,172
Gowen_46,Gowen,Aphelocoma_californica,bird,38.57028,-119.20833,averagedindividualcoords,10,0.698846,4.85339,0.02096,0,1.039999962,9.415778252,13,195.6,20.2,NA
Gowen_51,Gowen,Aphelocoma_californica,bird,37.28333,-118.16667,averagedindividualcoords,16,0.658954,4.187014,0.094713,0,1.383333286,13.89035088,13,8,4.5,13.4
Gowen_52,Gowen,Aphelocoma_californica,bird,36.36667,-115.63333,averagedindividualcoords,27,0.704442,4.698572,0.044775,0,9.130000114,21.94026549,13,NA,75.8,NA
Gowen_53,Gowen,Aphelocoma_californica,bird,39.33333,-117.13333,averagedindividualcoords,15,0.680513,4.49238,0.063081,0,1.039999962,11.97457627,13,NA,60.3,NA
Gowen_56,Gowen,Aphelocoma_californica,bird,35,-112.25,averagedindividualcoords,26,0.708068,4.80865,0.039161,0,3.086666743,18.15111111,13,57.9,25.7,4546.1
Gowen_57,Gowen,Aphelocoma_californica,bird,40.35,-112.53333,averagedindividualcoords,15,0.65641,4.372833,0.096265,0,2.063333352,11.96041667,13,12.8,7.7,24.1
Gowen_6,Gowen,Aphelocoma_californica,bird,38.1,-120.63333,averagedindividualcoords,17,0.712803,4.848005,0.02259,1,16.13666662,29.95905172,13,155.3,29,NA
Gowen_63,Gowen,Aphelocoma_californica,bird,37.88333,-105.2,averagedindividualcoords,13,0.715294,4.844303,0.009943,0,1.039999962,7.230603448,13,30.7,13.7,633.6
Gowen_64,Gowen,Aphelocoma_californica,bird,34.66667,-106.46667,averagedindividualcoords,26,0.7368,4.797591,0.000172,0,4.080000003,12.52572707,13,58.5,28.3,434.3
Gowen_65,Gowen,Aphelocoma_californica,bird,30.7,-104.13333,averagedindividualcoords,22,0.684282,4.279803,0.068116,0,1.039999962,8.521226415,13,58.9,23.4,NA
Gowen_66,Gowen,Aphelocoma_californica,bird,29.83333,-100.68333,averagedindividualcoords,28,0.561077,3.470957,0.23969,0,1.039999962,7.844497608,13,30.3,15.7,93.6
Granite133,Epps,Ovis_canadensis,mammal,34.812898,-115.722981,PolygonCentroidCoordinates,38,0.668677,3.636041,0.02843,0,1.039999962,8.302013423,16,19.4,14.4,26.8
Great_Lakes_DurbanJackson,DurbanJackson,Charadrius_melodus,bird,45.76,-85.58,coordinates,13,0.380547,2.062179,-0.028017,0,1.772500038,15.67105263,8,116.9,2.1,NA
Great_Plains_North_DurbanJackson,DurbanJackson,Charadrius_melodus,bird,47.55,-102.07,coordinates,24,0.356011,1.962762,0.05558,0,1.039999962,18.12592593,8,NA,7.1,NA
Great_Plains_South_DurbanJackson,DurbanJackson,Charadrius_melodus,bird,42.79,-97.43,coordinates,23,0.405516,2.066378,-0.076851,1,20.14333312,45.68674699,8,12.5,2.4,NA
HA121,Epps,Ovis_canadensis,mammal,35.050516,-115.213669,PolygonCentroidCoordinates,24,0.6082,3.246757,0.109503,0,1.039999962,8.808988764,16,23.4,14.5,45.1
HAZ_Adams,Adams,Poecile_atricapillus,bird,55.2829,-128.047,coordinates,20,0.704457,4.665819,0.029382,0,1.039999962,11.03605016,14,94.1,25.9,NA
Henry_Mts_Utah_Cronin_PBWB,Cronin,Bison_bison,mammal,38.109068,-110.81371,googlemaps,29,0.460631,2.671488,0.127083,0,1.039999962,2.753246753,29,63.3,34.5,218.2
Heppenheimer_Alabama_Barbour,Heppenheimer,Canis_latrans,mammal,31.8183,-85.3554,googlemaps,6,0.779167,6.422727,-0.00099,0,12.00333309,29.74299065,10,85.2,3.3,NA
Heppenheimer_Alabama_Macon,Heppenheimer,Canis_latrans,mammal,32.37502,-85.6851,googlemaps,9,0.7769,5.832709,0.034167,1,8.660000086,28.30804598,10,19.5,5.9,NA
Heppenheimer_Florida_Alachua,Heppenheimer,Canis_latrans,mammal,29.65781,-82.30164,googlemaps,9,0.790982,5.532603,0.016775,1,506.9733311,56.69103774,10,NA,28.4,NA
Heppenheimer_Florida_Bay,Heppenheimer,Canis_latrans,mammal,30.18303,-85.68636,googlemaps,10,0.7735,5.445534,0.045532,1,473.5299988,70.8125,10,22.2,8.6,NA
Heppenheimer_Florida_Columbia,Heppenheimer,Canis_latrans,mammal,30.18406,-82.60712,googlemaps,5,0.771,7,-0.029357,1,104.4299994,54.96428571,10,NA,NA,NA
Heppenheimer_Florida_Escambia,Heppenheimer,Canis_latrans,mammal,30.63879,-87.3417,googlemaps,10,0.804278,5.591732,0.006989,1,128.8299955,49.38317757,10,16.7,7.8,73.3
Heppenheimer_Florida_Highlands,Heppenheimer,Canis_latrans,mammal,27.34163,-81.3408,googlemaps,10,0.8075,5.795433,0.003578,1,13.19666672,47.43309002,10,215.8,20.3,NA
Heppenheimer_Florida_Hillsborough,Heppenheimer,Canis_latrans,mammal,27.99301,-82.30155,googlemaps,10,0.797872,5.683152,0.013519,1,528.1666565,75.19612591,10,19.3,7.7,3207.9
Heppenheimer_Florida_Manatee,Heppenheimer,Canis_latrans,mammal,27.47956,-82.346,googlemaps,7,0.782426,6.186513,0.001817,1,25.20999908,39.00722892,10,NA,19.1,NA
Heppenheimer_Florida_Okaloosa,Heppenheimer,Canis_latrans,mammal,30.57696,-86.66186,googlemaps,10,0.815753,5.769247,-0.007839,0,2.069999933,15.65566038,10,3.3,2.3,8.7
Heppenheimer_Florida_Pinellas,Heppenheimer,Canis_latrans,mammal,27.87826,-82.77917,googlemaps,8,0.764636,5.172552,0.036952,1,1463.369995,80.0070922,10,16.6,3.3,NA
Heppenheimer_Florida_Polk,Heppenheimer,Canis_latrans,mammal,27.86274,-81.69283,googlemaps,8,0.784132,6.261501,0.007131,1,30.82000065,44.76626506,10,7.5,2.4,53.1
Heppenheimer_Florida_Santa_Rosa,Heppenheimer,Canis_latrans,mammal,30.771,-86.98254,googlemaps,7,0.740958,5.639943,0.053107,1,10.21499991,27.28337237,10,1.2,0.8,1.8
Heppenheimer_Georgia_Columbia,Heppenheimer,Canis_latrans,mammal,33.51039,-82.25821,googlemaps,6,0.740167,6.137879,0.033654,1,140.8899968,46.57990868,10,5.9,1.4,NA
Heppenheimer_Georgia_Lincoln,Heppenheimer,Canis_latrans,mammal,33.78883,-82.43282,googlemaps,8,0.79316,6.014123,0.007131,0,13.13000011,35.07727273,10,178.5,10.3,NA
Heppenheimer_Georgia_Thomas,Heppenheimer,Canis_latrans,mammal,30.84274,-83.84806,googlemaps,7,0.758163,5.66953,0.042868,1,13.14000003,43.41037736,10,29.3,4.9,NA
Heppenheimer_Maryland_Washington,Heppenheimer,Canis_latrans,mammal,39.64279,-77.71973,googlemaps,5,0.707028,7.5,0.073169,1,530.5250015,72.96610169,10,NA,10.5,NA
Heppenheimer_North_Carolina_Hyde,Heppenheimer,Canis_latrans,mammal,35.37771,-76.17784,googlemaps,5,0.761042,9.6,-0.001353,0,1.539999962,18.5,10,NA,NA,NA
Heppenheimer_North_Carolina_Tyrrell,Heppenheimer,Canis_latrans,mammal,35.89335,-76.18006,googlemaps,6,0.769056,5.75,0.014708,0,4.110000134,25.23041475,10,17.7,2.2,NA
Heppenheimer_North_Carolina_Washington,Heppenheimer,Canis_latrans,mammal,35.81257,-76.59543,googlemaps,5,0.772597,7.5,-0.016984,0,5.304999948,27.41371681,10,NA,18,NA
Heppenheimer_Ohio_Adams,Heppenheimer,Canis_latrans,mammal,38.89051,-83.50773,googlemaps,5,0.767375,8,-0.005447,1,14.7249999,35.44279661,10,NA,NA,NA
Heppenheimer_Ohio_Columbiana,Heppenheimer,Canis_latrans,mammal,40.79058,-80.76607,googlemaps,5,0.74775,13.7,-0.004424,1,57.87000036,29.76458333,10,NA,NA,NA
Heppenheimer_Ohio_Fairfield,Heppenheimer,Canis_latrans,mammal,39.83161,-82.64914,googlemaps,10,0.817854,5.890233,-0.01316,1,203.652503,52.5625,10,NA,41.1,NA
Heppenheimer_Ohio_Gallia,Heppenheimer,Canis_latrans,mammal,38.86287,-82.34595,googlemaps,9,0.79813,5.692537,-0.001397,1,40.50666777,38.97027601,10,NA,47,NA
Heppenheimer_Ohio_Hancock,Heppenheimer,Canis_latrans,mammal,41.02797,-83.67752,googlemaps,9,0.798129,5.593533,0.004953,1,203.5650039,59.88541667,10,332.7,13,NA
Heppenheimer_Ohio_Miami,Heppenheimer,Canis_latrans,mammal,40.08239,-84.18636,googlemaps,7,0.812217,6.021462,-0.028081,1,116.0500031,60.2952183,10,46.5,6.5,NA
Heppenheimer_Pennsylvania_Beaver,Heppenheimer,Canis_latrans,mammal,40.63749,-80.36638,googlemaps,5,0.745875,9.5,0.020231,1,202.6724939,50.76200418,10,NA,18.7,NA
Heppenheimer_Pennsylvania_Bradford,Heppenheimer,Canis_latrans,mammal,41.83753,-76.54874,googlemaps,9,0.729043,4.862923,0.084954,1,14.34750009,37.44580777,10,120.7,5.1,NA
Heppenheimer_Pennsylvania_Cambria,Heppenheimer,Canis_latrans,mammal,40.49042,-78.75032,googlemaps,5,0.771903,11.1,-0.022008,1,44.375,49.16317992,10,NA,80.5,NA
Heppenheimer_Pennsylvania_Centre,Heppenheimer,Canis_latrans,mammal,40.87843,-77.83717,googlemaps,5,0.763875,7,0.002368,1,89.93000031,54.40786749,10,NA,NA,NA
Heppenheimer_Pennsylvania_Clarion,Heppenheimer,Canis_latrans,mammal,41.19807,-79.47046,googlemaps,7,0.74733,5.188545,0.044371,1,21.88750029,45.08811475,10,NA,3.3,NA
Heppenheimer_Pennsylvania_Clearfield,Heppenheimer,Canis_latrans,mammal,40.95352,-78.56663,googlemaps,10,0.780998,5.333037,0.030888,1,20.99749947,41.5,10,27.2,7.6,NA
Heppenheimer_Pennsylvania_Erie,Heppenheimer,Canis_latrans,mammal,42.05406,-80.18717,googlemaps,10,0.80184,5.545697,0.009308,1,209.1066755,66.8913649,10,11.1,5.3,30.2
Heppenheimer_Pennsylvania_Mercer,Heppenheimer,Canis_latrans,mammal,41.26241,-80.18816,googlemaps,10,0.755882,5.17344,0.062911,1,50.24333318,35.15102041,10,2.9,2,7.6
Heppenheimer_Pennsylvania_Montour,Heppenheimer,Canis_latrans,mammal,41.0263,-76.68762,googlemaps,7,0.740328,5.261921,0.054752,1,35.72000027,50.00829876,10,64.6,2.8,NA
Heppenheimer_Pennsylvania_Somerset,Heppenheimer,Canis_latrans,mammal,40.02207,-78.92815,googlemaps,5,0.69175,12.5,0.062935,1,21.99250054,37.72442589,10,NA,35.4,NA
Heppenheimer_Pennsylvania_Tioga,Heppenheimer,Canis_latrans,mammal,41.76496,-77.28649,googlemaps,7,0.726418,6.063437,0.063962,0,15.21999979,33.23780488,10,NA,3,NA
Heppenheimer_Pennsylvania_Warren,Heppenheimer,Canis_latrans,mammal,41.81433,-79.29022,googlemaps,5,0.739208,12.8,0.015021,1,22.39999986,38.74390244,10,NA,NA,NA
Heppenheimer_Pennsylvania_Washington,Heppenheimer,Canis_latrans,mammal,40.13678,-80.1875,googlemaps,6,0.728736,9.290909,0.045858,1,100.0625019,43.56751055,10,36.1,2.2,NA
Heppenheimer_Pennsylvania_Wyoming,Heppenheimer,Canis_latrans,mammal,41.50047,-76.0392,googlemaps,6,0.711611,5.057576,0.083149,1,19.59999975,35.76591376,10,12.4,1.7,NA
Heppenheimer_South_Carolina_McCormick,Heppenheimer,Canis_latrans,mammal,33.86553,-82.25835,googlemaps,10,0.803099,5.606728,0.008413,0,10.56500006,37.75955056,10,8.9,4.1,20.6
Holbrook_SouthernTexas,Holbrook,Puma_concolor,mammal,28.379932,-99.205222,ARCgeoref,28,0.432496,2.616652,0.220168,1,1.039999962,25.43095238,10,2.8,1.8,6.1
Holbrook_Western_Texas,Holbrook,Puma_concolor,mammal,30.305266,-103.749262,ARCgeoref,168,0.562461,3.085331,0.004797,1,1.383333286,14.58920188,10,74.1,50.7,114.5
Honey_Lake_DurbanJackson,DurbanJackson,Charadrius_vociferus,bird,40.263769,-120.320487,coordinates,25,0.490284,3.328876,0.01466,0,1.554999948,16.35196687,14,118.5,30.9,NA
HOU_Adams,Adams,Poecile_atricapillus,bird,54.4043,-126.6433,coordinates,18,0.690006,4.939964,0.046441,1,8.256000185,27.82137161,14,33.1,12.4,NA
ID62,Puckett,Ursus_americanus,mammal,46.74835,-116.314105,averagedindividualcoords,57,0.753249,4.675366,0.107423,0,2.825000048,13.94018692,15,419.6,129.4,NA
IP,MunshiSouth,Peromyscus_leucopus,mammal,40.874296,-73.92473,googlemaps,20,0.829573,5.781505,0.05833,1,10000,93.19955654,18,24.6,17.2,38.9
Janecka_bobcat_ANWR,Janecka,Lynx_rufus,mammal,28.24468,-96.8569,googlemaps,30,0.729483,4.418908,0.058541,0,5.090000153,29.61052632,10,22.9,14.5,41.3
Janecka_bobcat_Brooks,Janecka,Lynx_rufus,mammal,27.0273,-98.22131,googlemaps,7,0.74881,4.897519,-0.023333,0,1.039999962,8.024390244,10,NA,14.4,NA
Janecka_bobcat_LANWR,Janecka,Lynx_rufus,mammal,26.22919,-97.34732,googlemaps,17,0.761932,4.691233,0.005898,0,35.50500011,27.82432432,10,11.9,6.5,24.7
Janecka_bobcat_LRGV,Janecka,Lynx_rufus,mammal,26.18674,-97.84973,googlemaps,16,0.687131,4.029453,0.102488,1,114.0966695,58.71813725,10,20.7,8.9,169.6
Janecka_bobcat_Welder,Janecka,Lynx_rufus,mammal,28.12128,-97.44203,googlemaps,21,0.751674,4.634241,0.020365,0,6.887500048,24.31100478,10,44.5,19.6,2296.6
